ensembl_id	ensembl_strand	ensembl_bp_start	ensembl_bp_end	transcript_biotype	HGNC	ensembl_chromosome
ENSG00000024422	1	48216601	48246390	protein_coding	EHD2	19
ENSG00000105373	1	48248793	48260323	protein_coding	GLTSCR2	19
ENSG00000178980	1	48281842	48287941	protein_coding	SEPW1	19
ENSG00000105392	1	48325097	48364769	protein_coding+nonsense_mediated_decay+processed_transcript	CRX	19
ENSG00000105398	-1	48373723	48389654	protein_coding	SULT2A1	19
ENSG00000169393	1	48497908	48528403	protein_coding	ELSPBP1	19
ENSG00000105507	-1	48533211	48547304	protein_coding	CABP5	19
ENSG00000105499	-1	48551100	48614109	protein_coding	PLA2G4C	19
ENSG00000105486	-1	48618703	48673601	protein_coding	LIG1	19
ENSG00000185453	1	48673949	48700877	protein_coding	C19orf68	19
ENSG00000105483	-1	48706403	48759203	nonsense_mediated_decay+retained_intron+protein_coding+processed_transcript	CARD8	19
ENSG00000247217	1	48758932	48761452	lincRNA	-	19
ENSG00000178150	1	48774654	48790863	protein_coding	ZNF114	19
ENSG00000105479	-1	48799714	48825130	protein_coding+retained_intron+processed_transcript	CCDC114	19
ENSG00000142227	1	48828629	48833810	protein_coding	EMP3	19
ENSG00000161558	-1	48835613	48867197	protein_coding	TMEM143	19
ENSG00000105467	1	48867657	48879627	protein_coding	SYNGR4	19
ENSG00000105438	-1	48885827	48894810	protein_coding	KDELR1	19
ENSG00000105464	1	48898132	48948187	protein_coding	GRIN2D	19
ENSG00000105447	1	48949030	48957164	protein_coding	GRWD1	19
ENSG00000182324	1	48958766	48969367	protein_coding	KCNJ14	19
ENSG00000105443	1	48972289	48985571	protein_coding+retained_intron+nonsense_mediated_decay	CYTH2	19
ENSG00000142235	-1	48988528	49016446	protein_coding	LMTK3	19
ENSG00000088002	1	49055429	49102683	protein_coding	SULT2B1	19
ENSG00000105523	-1	49103857	49116694	protein_coding	FAM83E	19
ENSG00000177202	1	49110000	49110970	protein_coding	SPACA4	19
ENSG00000063177	-1	49118585	49122793	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	RPL18	19
ENSG00000063176	1	49122548	49133973	protein_coding	SPHK2	19
ENSG00000105516	-1	49133820	49140639	protein_coding	DBP	19
ENSG00000063180	-1	49141272	49149451	protein_coding	CA11	19
ENSG00000232871	1	49141328	49184461	processed_transcript+unitary_pseudogene	-	19
ENSG00000142233	-1	49164666	49176264	protein_coding	NTN5	19
ENSG00000176920	1	49199228	49209207	protein_coding+processed_transcript	FUT2	19
ENSG00000176909	-1	49216255	49222978	protein_coding	MAMSTR	19
ENSG00000105538	-1	49223843	49243970	protein_coding	RASIP1	19
ENSG00000182264	-1	49244145	49250166	protein_coding	IZUMO1	19
ENSG00000174951	-1	49251268	49258647	protein_coding	FUT1	19
ENSG00000105550	1	49259344	49261580	protein_coding	FGF21	19
ENSG00000105552	-1	49298322	49314320	protein_coding	BCAT2	19
ENSG00000087076	-1	49316279	49339934	protein_coding	HSD17B14	19
ENSG00000105559	-1	49340355	49371884	protein_coding	PLEKHA4	19
ENSG00000087074	1	49375649	49379318	protein_coding	PPP1R15A	19
ENSG00000104804	-1	49384222	49401990	protein_coding	TULP2	19
ENSG00000104805	1	49403307	49426528	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	NUCB1	19
ENSG00000104808	1	49436939	49448226	protein_coding+nonsense_mediated_decay	DHDH	19
ENSG00000087088	1	49458072	49465055	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	BAX	19
ENSG00000104812	-1	49471382	49496567	protein_coding+retained_intron	GYS1	19
ENSG00000183207	1	49497156	49519182	protein_coding	RUVBL2	19
ENSG00000104826	-1	49519237	49520347	protein_coding	LHB	19
ENSG00000104848	-1	49570675	49576198	protein_coding	KCNA7	19
ENSG00000104852	1	49588465	49611869	protein_coding	SNRNP70	19
ENSG00000104863	1	49617581	49621717	protein_coding+retained_intron+processed_transcript	LIN7B	19
ENSG00000221916	-1	49621655	49622397	protein_coding	C19orf73	19
ENSG00000177380	1	49622663	49654278	protein_coding	PPFIA3	19
ENSG00000130528	-1	49654458	49658681	protein_coding	HRC	19
ENSG00000130529	1	49661052	49715091	protein_coding	TRPM4	19
ENSG00000063127	-1	49792897	49828474	protein_coding	SLC6A16	19
ENSG00000104894	1	49838428	49843859	protein_coding	CD37	19
ENSG00000074219	-1	49843857	49865714	protein_coding	TEAD2	19
ENSG00000104901	1	49867042	49878371	protein_coding	DKKL1	19
ENSG00000161609	1	49891475	49921256	protein_coding	CCDC155	19
ENSG00000142538	-1	49925671	49926698	protein_coding	PTH2	19
ENSG00000104888	-1	49932656	49945617	protein_coding	SLC17A7	19
ENSG00000104872	-1	49949550	49955115	protein_coding	PIH1D1	19
ENSG00000161618	1	49956473	49974304	protein_coding	ALDH16A1	19
ENSG00000090554	1	49977486	49989487	protein_coding	FLT3LG	19
ENSG00000142534	1	49999634	50002944	protein_coding	RPS11	19
ENSG00000104870	1	50015536	50029685	protein_coding	FCGRT	19
ENSG00000142552	1	50030875	50046889	protein_coding	RCN3	19
ENSG00000142546	-1	50058970	50083813	protein_coding	NOSIP	19
ENSG00000126460	1	50084587	50094265	protein_coding	PRRG2	19
ENSG00000126464	1	50094912	50129695	protein_coding	PRR12	19
ENSG00000126458	-1	50138552	50143400	protein_coding	RRAS	19
ENSG00000126461	1	50145382	50161905	protein_coding	SCAF1	19
ENSG00000126456	-1	50162829	50169132	protein_coding	IRF3	19
ENSG00000126453	1	50168399	50177172	protein_coding	BCL2L12	19
ENSG00000126457	1	50179043	50192286	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	PRMT1	19
ENSG00000224420	1	50193095	50193750	protein_coding	C19orf76	19
ENSG00000169169	1	50194373	50216988	protein_coding	CPT1C	19
ENSG00000126467	-1	50243018	50266543	protein_coding	TSKS	19
ENSG00000196961	1	50270180	50310369	protein_coding	AP2A1	19
ENSG00000010361	-1	50310126	50320633	protein_coding+ambiguous_orf+processed_transcript+nonsense_mediated_decay	FUZ	19
ENSG00000104973	1	50321536	50342036	protein_coding	MED25	19
ENSG00000104960	1	50354138	50363990	protein_coding	PTOV1	19
ENSG00000039650	-1	50364462	50370818	protein_coding	PNKP	19
ENSG00000204673	-1	50372295	50381716	protein_coding+processed_transcript	AKT1S1	19
ENSG00000104946	1	50380682	50392006	protein_coding	TBC1D17	19
ENSG00000104951	-1	50392916	50432796	protein_coding	IL4I1	19
ENSG00000213024	-1	50410086	50432786	protein_coding	NUP62	19
ENSG00000169136	1	50431974	50437192	protein_coding	ATF5	19
ENSG00000161640	-1	50412758	50464429	nonsense_mediated_decay+protein_coding	SIGLEC11	19
ENSG00000105053	-1	50479726	50528805	protein_coding	VRK3	19
ENSG00000142528	1	50529212	50552029	protein_coding	ZNF473	19
ENSG00000204666	1	50553846	50570050	processed_transcript	-	19
ENSG00000161652	-1	50655805	50666538	protein_coding+processed_transcript	IZUMO2	19
ENSG00000105357	1	50706885	50813802	protein_coding	MYH14	19
ENSG00000131398	-1	50815194	50836772	protein_coding	KCNC3	19
ENSG00000131401	-1	50837053	50848024	lincRNA	NAPSB	19
ENSG00000131408	1	50832949	50886266	protein_coding	NR1H2	19
ENSG00000131400	-1	50861735	50868931	protein_coding	NAPSA	19
ENSG00000062822	1	50887593	50921270	protein_coding	POLD1	19
ENSG00000142539	1	50922195	50932246	protein_coding	SPIB	19
ENSG00000086967	1	50936160	50969583	protein_coding	MYBPC2	19
ENSG00000142530	-1	50970047	50980003	protein_coding	FAM71E1	19
ENSG00000161671	1	50979736	50986607	protein_coding	C19orf63	19
ENSG00000161677	-1	51009255	51014435	protein_coding	JOSD2	19
ENSG00000204653	-1	51014858	51017947	protein_coding	ASPDH	19
ENSG00000131409	-1	51020149	51071302	protein_coding	LRRC4B	19
ENSG00000213023	-1	51125236	51171651	protein_coding	SYT3	19
ENSG00000235034	1	51152702	51162567	protein_coding+processed_transcript	C19orf81	19
ENSG00000161681	-1	51165084	51222707	protein_coding+processed_transcript+retained_intron	SHANK1	19
ENSG00000105472	1	51226605	51228979	protein_coding	CLEC11A	19
ENSG00000142511	1	51273858	51274928	protein_coding	GPR32	19
ENSG00000142513	1	51293672	51298481	protein_coding	ACPT	19
ENSG00000167747	-1	51300962	51307974	protein_coding	C19orf48	19
ENSG00000180279	1	51320937	51322131	protein_coding	-	19
ENSG00000167748	-1	51322404	51327043	protein_coding	KLK1	19
ENSG00000174562	-1	51328545	51334779	protein_coding	KLK15	19
ENSG00000142515	1	51358171	51364020	protein_coding	KLK3	19
ENSG00000167751	1	51376689	51383822	protein_coding	KLK2	19
ENSG00000167749	-1	51409608	51413994	protein_coding	KLK4	19
ENSG00000167754	-1	51446561	51456344	protein_coding	KLK5	19
ENSG00000167755	-1	51461888	51472929	protein_coding	KLK6	19
ENSG00000169035	-1	51479729	51487320	protein_coding	KLK7	19
ENSG00000129455	-1	51499264	51504958	protein_coding	KLK8	19
ENSG00000213022	-1	51503806	51512890	protein_coding	KLK9	19
ENSG00000129451	-1	51516001	51523431	protein_coding	KLK10	19
ENSG00000167757	-1	51525489	51531290	protein_coding	KLK11	19
ENSG00000186474	-1	51532348	51538486	protein_coding+retained_intron+nonsense_mediated_decay	KLK12	19
ENSG00000167759	-1	51559463	51568367	protein_coding	KLK13	19
ENSG00000129437	-1	51580574	51587502	nonsense_mediated_decay+protein_coding	KLK14	19
ENSG00000129450	1	51628165	51639520	protein_coding	SIGLEC9	19
ENSG00000168995	1	51645558	51656783	protein_coding	SIGLEC7	19
ENSG00000171101	1	51670654	51676685	protein_coding	-	19
ENSG00000105383	1	51728320	51743274	protein_coding	CD33	19
ENSG00000179213	1	51760964	51772582	protein_coding	C19orf75	19
ENSG00000142549	1	51815102	51833608	protein_coding	IGLON5	19
ENSG00000186806	-1	51834790	51845378	protein_coding	VSIG10L	19
ENSG00000105379	-1	51848410	51869672	protein_coding	ETFB	19
ENSG00000160318	-1	51870352	51872257	protein_coding	CLDND2	19
ENSG00000105374	-1	51874874	51875960	protein_coding	NKG7	19
ENSG00000105370	-1	51883164	51891210	protein_coding	LIM2	19
ENSG00000142512	-1	51913275	51921057	protein_coding+retained_intron	SIGLEC10	19
ENSG00000105366	-1	51954101	51961708	protein_coding	SIGLEC8	19
ENSG00000105492	-1	52022779	52035110	protein_coding+processed_transcript+retained_intron	SIGLEC6	19
ENSG00000105497	1	52074551	52092991	protein_coding	ZNF175	19
ENSG00000167765	-1	52095036	52097633	protein_coding	-	19
ENSG00000105501	-1	52114781	52150151	protein_coding	SIGLEC5	19
ENSG00000105509	-1	52216365	52227237	protein_coding	HAS1	19
ENSG00000171051	-1	52249027	52255150	protein_coding	FPR1	19
ENSG00000171049	1	52264183	52273760	protein_coding	FPR2	19
ENSG00000187474	1	52298411	52329334	protein_coding	FPR3	19
ENSG00000161551	-1	52359055	52394203	processed_transcript+retained_intron+protein_coding	ZNF577	19
ENSG00000176024	1	52430688	52449045	protein_coding	ZNF613	19
ENSG00000256683	-1	52467594	52490079	protein_coding	ZNF350	19
ENSG00000197619	-1	52494588	52511483	protein_coding	ZNF615	19
ENSG00000142556	-1	52516021	52531680	protein_coding	ZNF614	19
ENSG00000204611	-1	52617654	52643191	protein_coding	ZNF616	19
ENSG00000196267	-1	52658125	52674896	protein_coding	ZNF836	19
ENSG00000105568	1	52693274	52730687	protein_coding+processed_transcript+retained_intron	PPP2R1A	19
ENSG00000196214	1	52772824	52795977	protein_coding	ZNF766	19
ENSG00000198464	1	52800425	52827333	protein_coding	ZNF480	19
ENSG00000167554	1	52839498	52870375	protein_coding	ZNF610	19
ENSG00000221923	1	52873170	52889048	protein_coding	ZNF880	19
ENSG00000246015	-1	52892095	52901010	lincRNA	-	19
ENSG00000167555	1	52901102	52921657	protein_coding+processed_transcript+retained_intron	ZNF528	19
ENSG00000198482	1	53030905	53077383	nonsense_mediated_decay+protein_coding+processed_transcript	ZNF808	19
ENSG00000167562	1	53073526	53090427	protein_coding	ZNF701	19
ENSG00000167766	-1	53115620	53193741	protein_coding	ZNF83	19
ENSG00000213020	-1	53206066	53238307	protein_coding	ZNF611	19
ENSG00000189190	-1	53268747	53290034	protein_coding	ZNF600	19
ENSG00000204604	-1	53341786	53360902	protein_coding	ZNF468	19
ENSG00000182986	-1	53379425	53393592	protein_coding	ZNF320	19
ENSG00000180257	-1	53430388	53466164	protein_coding+processed_transcript+retained_intron	ZNF816	19
ENSG00000242779	-1	53471504	53496777	processed_transcript+transcribed_processed_pseudogene	ZNF702P	19
ENSG00000170949	-1	53569867	53606687	protein_coding	ZNF160	19
ENSG00000170954	-1	53611133	53636171	protein_coding	ZNF415	19
ENSG00000197937	-1	53641958	53662322	protein_coding	ZNF347	19
ENSG00000197497	-1	53666552	53696619	protein_coding	ZNF665	19
ENSG00000197928	-1	53727087	53758126	protein_coding	ZNF677	19
ENSG00000196131	1	53761545	53762855	protein_coding	VN1R2	19
ENSG00000196417	1	53893046	53930574	processed_transcript+nonsense_mediated_decay+protein_coding	ZNF765	19
ENSG00000130844	1	54024235	54083523	processed_transcript+protein_coding+retained_intron	ZNF331	19
ENSG00000199143	1	54291959	54292027	miRNA	MIR373	19
ENSG00000142405	-1	54296857	54327648	protein_coding+processed_transcript	NLRP12	19
ENSG00000179820	1	54369477	54379691	protein_coding	MYADM	19
ENSG00000126583	1	54382444	54410906	processed_transcript+protein_coding	PRKCG	19
ENSG00000105605	1	54412589	54447195	protein_coding+processed_transcript	CACNG7	19
ENSG00000142408	1	54466294	54493469	protein_coding	CACNG8	19
ENSG00000130433	1	54495542	54515923	protein_coding	CACNG6	19
ENSG00000189068	-1	54544079	54567207	protein_coding+nonsense_mediated_decay	VSTM1	19
ENSG00000170909	-1	54597933	54606000	protein_coding	OSCAR	19
ENSG00000170906	1	54606036	54614898	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	NDUFA3	19
ENSG00000105619	-1	54610320	54619055	protein_coding+nonsense_mediated_decay	TFPT	19
ENSG00000105618	1	54618837	54635140	protein_coding+retained_intron+processed_transcript	PRPF31	19
ENSG00000088038	1	54641444	54659419	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	CNOT3	19
ENSG00000105617	-1	54658899	54663620	protein_coding	LENG1	19
ENSG00000167608	-1	54663846	54676944	retained_intron+nonsense_mediated_decay+protein_coding+processed_transcript	TMC4	19
ENSG00000125505	-1	54677107	54693733	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	MBOAT7	19
ENSG00000170892	1	54693789	54697585	protein_coding+retained_intron	TSEN34	19
ENSG00000170889	1	54704610	54752862	protein_coding+retained_intron+nonsense_mediated_decay	RPS9	19
ENSG00000105609	-1	54754263	54761167	protein_coding+retained_intron	LILRB5	19
ENSG00000131042	-1	54777675	54785039	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	LILRB2	19
ENSG00000170866	-1	54799854	54809952	protein_coding	LILRA3	19
ENSG00000187116	-1	54818353	54824409	protein_coding+retained_intron	LILRA5	19
ENSG00000239961	-1	54844456	54850421	protein_coding+retained_intron	LILRA4	19
ENSG00000167613	-1	54865262	54882165	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	LAIR1	19
ENSG00000167614	1	54926373	54948080	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	TTYH1	19
ENSG00000167615	1	54960065	54973217	protein_coding+retained_intron	LENG8	19
ENSG00000182909	-1	54972981	54974894	protein_coding	LENG9	19
ENSG00000167617	-1	54976210	54984411	protein_coding+processed_transcript	CDC42EP5	19
ENSG00000167618	1	55009100	55021897	protein_coding	LAIR2	19
ENSG00000239998	1	55084387	55099027	processed_transcript+protein_coding	LILRA2	19
ENSG00000104974	1	55105047	55113555	processed_transcript+protein_coding+retained_intron	LILRA1	19
ENSG00000104972	1	55085346	55148979	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	LILRB1	19
ENSG00000186818	1	55155340	55181810	processed_transcript+protein_coding+retained_intron	LILRB4	19
ENSG00000167633	1	55235969	55378448	protein_coding	KIR3DL1	19
ENSG00000221957	1	55344131	55360024	polymorphic_pseudogene	KIR2DS4	19
ENSG00000186431	1	55385549	55401838	protein_coding+processed_transcript	FCAR	19
ENSG00000189430	1	55417508	55424439	protein_coding	NCR1	19
ENSG00000167634	-1	55434877	55477611	protein_coding	NLRP7	19
ENSG00000022556	1	55476438	55512510	protein_coding+retained_intron+nonsense_mediated_decay	NLRP2	19
ENSG00000088053	-1	55525073	55549632	protein_coding+retained_intron	GP6	19
ENSG00000160439	-1	55555711	55580914	protein_coding	RDH13	19
ENSG00000131037	1	55583407	55599290	protein_coding	EPS8L1	19
ENSG00000125503	-1	55602283	55628927	protein_coding	PPP1R12C	19
ENSG00000105048	-1	55644162	55660606	protein_coding	TNNT1	19
ENSG00000129991	-1	55663138	55669100	protein_coding	TNNI3	19
ENSG00000167646	-1	55670031	55678090	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	C19orf51	19
ENSG00000129990	-1	55684464	55691720	protein_coding	SYT5	19
ENSG00000080031	-1	55692618	55720874	protein_coding	PTPRH	19
ENSG00000180089	-1	55738002	55740632	protein_coding	TMEM86B	19
ENSG00000105063	-1	55741148	55770363	protein_coding	PPP6R1	19
ENSG00000133265	-1	55773592	55791751	protein_coding	HSPBP1	19
ENSG00000160469	1	55795534	55823901	protein_coding	BRSK1	19
ENSG00000133247	1	55851221	55859488	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	SUV420H2	19
ENSG00000160471	-1	55861076	55866182	protein_coding	COX6B2	19
ENSG00000180043	-1	55866277	55874620	protein_coding	FAM71E2	19
ENSG00000095752	-1	55875757	55881814	protein_coding	IL11	19
ENSG00000160472	1	55888204	55889612	protein_coding	TMEM190	19
ENSG00000108107	1	55896713	55914612	protein_coding+retained_intron	RPL28	19
ENSG00000187902	-1	55940105	55954230	protein_coding	SHISA7	19
ENSG00000063241	-1	55964345	55973049	protein_coding	ISOC2	19
ENSG00000197483	1	55987699	55995854	protein_coding	ZNF628	19
ENSG00000090971	1	55996594	55998935	protein_coding	NAT14	19
ENSG00000179954	1	55999870	56030466	protein_coding	SSC5D	19
ENSG00000218891	-1	56088893	56092211	protein_coding	ZNF579	19
ENSG00000179943	-1	56102738	56110893	protein_coding	FIZ1	19
ENSG00000171443	1	56111730	56114504	protein_coding	ZNF524	19
ENSG00000179922	-1	56132107	56135941	protein_coding	ZNF784	19
ENSG00000213015	1	56152392	56154835	protein_coding	ZNF580	19
ENSG00000171425	1	56154986	56156988	protein_coding	ZNF581	19
ENSG00000173581	1	56158954	56164527	protein_coding	CCDC106	19
ENSG00000063244	1	56165416	56186081	protein_coding	U2AF2	19
ENSG00000063245	1	56186561	56207132	protein_coding	EPN1	19
ENSG00000185792	-1	56219798	56249768	protein_coding	NLRP9	19
ENSG00000179873	-1	56296770	56348128	protein_coding	NLRP11	19
ENSG00000160505	1	56347944	56393218	protein_coding	NLRP4	19
ENSG00000173572	-1	56407311	56443677	protein_coding	NLRP13	19
ENSG00000179709	1	56459198	56499995	protein_coding	NLRP8	19
ENSG00000171487	1	56511092	56573179	protein_coding	NLRP5	19
ENSG00000248386	1	56578050	56590164	lincRNA	-	19
ENSG00000142409	-1	56598732	56632649	protein_coding	ZNF787	19
ENSG00000167685	1	56652556	56672261	protein_coding	ZNF444	19
ENSG00000197487	1	56687389	56697144	protein_coding	GALP	19
ENSG00000131848	-1	56732681	56826294	protein_coding	ZSCAN5A	19
ENSG00000240225	1	56879468	56891197	processed_transcript+unprocessed_pseudogene	ZNF542	19
ENSG00000018869	-1	56894648	56904889	protein_coding	ZNF582	19
ENSG00000245902	1	56905087	56910541	lincRNA	-	19
ENSG00000198440	1	56915383	56938733	protein_coding+retained_intron	ZNF583	19
ENSG00000198046	-1	56950696	56988770	protein_coding	ZNF667	19
ENSG00000166770	1	56989552	57006801	protein_coding	-	19
ENSG00000196263	1	57019212	57040270	protein_coding	ZNF471	19
ENSG00000196867	1	57050317	57068169	protein_coding	ZFP28	19
ENSG00000245443	-1	57056935	57078774	lincRNA	-	19
ENSG00000197016	1	57078890	57094261	protein_coding	ZNF470	19
ENSG00000197951	1	57106664	57135540	protein_coding	ZNF71	19
ENSG00000259486	-1	57285920	57352097	protein_coding+nonsense_mediated_decay+retained_intron	-	19
ENSG00000198300	-1	57321445	57352096	protein_coding+processed_transcript	ZIM2	19
ENSG00000131864	1	57631411	57643155	protein_coding	USP29	19
ENSG00000083844	1	57702868	57734212	protein_coding	ZNF264	19
ENSG00000105146	1	57742377	57746915	protein_coding	AURKC	19
ENSG00000204524	1	57751973	57774106	protein_coding	ZNF805	19
ENSG00000197714	1	57791419	57805436	protein_coding	ZNF460	19
ENSG00000131845	1	57862645	57871266	protein_coding	ZNF304	19
ENSG00000152433	1	57874891	57890923	protein_coding	ZNF547	19
ENSG00000188785	1	57901218	57913917	protein_coding	ZNF548	19
ENSG00000186230	1	57946697	57956853	protein_coding	ZNF749	19
ENSG00000178201	-1	57966542	57967854	protein_coding	VN1R1	19
ENSG00000105136	1	57986988	58006048	protein_coding+retained_intron	ZNF419	19
ENSG00000121406	1	58038693	58052124	protein_coding	ZNF549	19
ENSG00000083817	-1	58082935	58090243	protein_coding	ZNF416	19
ENSG00000171649	1	58095508	58105253	protein_coding	ZIK1	19
ENSG00000183647	1	58111253	58119637	protein_coding	ZNF530	19
ENSG00000213762	1	58125619	58134721	protein_coding	ZNF134	19
ENSG00000121417	1	58141761	58154147	protein_coding+retained_intron+nonsense_mediated_decay	ZNF211	19
ENSG00000180532	1	58180303	58190519	protein_coding	ZSCAN4	19
ENSG00000204519	1	58193357	58201167	protein_coding	ZNF551	19
ENSG00000228006	-1	58198294	58202072	protein_coding	-	19
ENSG00000083814	-1	58231120	58238995	protein_coding	ZNF671	19
ENSG00000152443	1	58258164	58269527	protein_coding+processed_transcript	ZNF776	19
ENSG00000083828	1	58280997	58320617	protein_coding	ZNF586	19
ENSG00000178935	-1	58318450	58326281	protein_coding	ZNF552	19
ENSG00000198466	1	58331094	58376485	protein_coding+processed_transcript	ZNF587	19
ENSG00000204514	-1	58380747	58400442	protein_coding	ZNF814	19
ENSG00000173480	-1	58417142	58427978	protein_coding	ZNF417	19
ENSG00000196724	-1	58433252	58446755	protein_coding	ZNF418	19
ENSG00000152454	-1	58452206	58459077	protein_coding	ZNF256	19
ENSG00000177025	-1	58469807	58485904	protein_coding	C19orf18	19
ENSG00000166704	-1	58488421	58514717	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	ZNF606	19
ENSG00000176593	1	58513429	58522600	protein_coding+nonsense_mediated_decay+retained_intron	-	19
ENSG00000152467	1	58545400	58565999	protein_coding	ZSCAN1	19
ENSG00000176293	1	58570607	58597677	protein_coding+processed_transcript	ZNF135	19
ENSG00000121413	-1	58595212	58629793	protein_coding	ZSCAN18	19
ENSG00000181894	-1	58637697	58666477	protein_coding	ZNF329	19
ENSG00000171606	1	58694396	58724927	protein_coding	ZNF274	19
ENSG00000198131	1	58740070	58775010	protein_coding	ZNF544	19
ENSG00000246051	-1	58768639	58790174	lincRNA	-	19
ENSG00000083842	1	58790318	58807254	protein_coding	ZNF8	19
ENSG00000142396	1	58816715	58827023	lincRNA+retained_intron	-	19
ENSG00000182318	1	58838385	58853712	protein_coding	ZSCAN22	19
ENSG00000121410	-1	58858172	58864865	protein_coding	A1BG	19
ENSG00000174586	-1	58865725	58874120	protein_coding	ZNF497	19
ENSG00000152475	-1	58878993	58892389	protein_coding	ZNF837	19
ENSG00000083845	1	58898636	58906170	protein_coding	RPS5	19
ENSG00000171574	1	58920063	58956870	protein_coding	ZNF584	19
ENSG00000131849	-1	58944182	58951589	protein_coding	ZNF132	19
ENSG00000249471	1	58962971	58969199	protein_coding	ZNF324B	19
ENSG00000083812	1	58978459	58984781	protein_coding	ZNF324	19
ENSG00000083838	1	58987795	59000899	protein_coding	ZNF446	19
ENSG00000083807	-1	59009704	59023432	protein_coding	SLC27A5	19
ENSG00000119574	-1	59024899	59030921	protein_coding	ZBTB45	19
ENSG00000130726	1	59055836	59062082	protein_coding	TRIM28	19
ENSG00000130724	-1	59062934	59066486	protein_coding	CHMP2A	19
ENSG00000130725	-1	59067080	59070343	protein_coding	UBE2M	19
ENSG00000099326	-1	59073285	59084942	protein_coding	MZF1	19
ENSG00000213753	1	59084870	59111168	transcribed_processed_pseudogene+processed_transcript	-	19
ENSG00000178591	1	68351	77174	protein_coding	DEFB125	20
ENSG00000125788	1	123010	126392	protein_coding+processed_transcript	DEFB126	20
ENSG00000088782	1	138111	139804	protein_coding	DEFB127	20
ENSG00000125903	1	207899	210527	protein_coding	DEFB129	20
ENSG00000186458	1	238377	241737	protein_coding	DEFB132	20
ENSG00000196476	-1	251504	271390	protein_coding	C20orf96	20
ENSG00000177764	1	277737	280965	protein_coding	ZCCHC3	20
ENSG00000177732	1	306207	310865	protein_coding	SOX12	20
ENSG00000225377	-1	300957	328868	antisense	-	20
ENSG00000125841	1	327527	335512	processed_transcript+protein_coding	NRSN2	20
ENSG00000101255	1	361261	378203	protein_coding+processed_transcript	TRIB3	20
ENSG00000125826	1	388142	411610	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	RBCK1	20
ENSG00000125875	-1	416124	443197	processed_transcript+nonsense_mediated_decay+protein_coding	TBC1D20	20
ENSG00000101266	-1	459116	524482	protein_coding+processed_transcript	CSNK2A1	20
ENSG00000125878	-1	584441	591042	protein_coding	TCF15	20
ENSG00000101276	-1	740724	749131	protein_coding+processed_transcript	C20orf54	20
ENSG00000101278	-1	820090	820620	processed_pseudogene	-	20
ENSG00000125898	1	814358	826922	protein_coding	FAM110A	20
ENSG00000101280	-1	853296	896977	protein_coding	ANGPT4	20
ENSG00000101282	-1	939095	982907	protein_coding	RSPO4	20
ENSG00000125818	1	1093906	1149022	protein_coding+processed_transcript	PSMF1	20
ENSG00000125895	-1	1161205	1166059	protein_coding+processed_transcript	C20orf46	20
ENSG00000215595	1	1184098	1188918	protein_coding	C20orf202	20
ENSG00000244588	1	1206700	1277065	protein_coding+processed_transcript	RAD21L1	20
ENSG00000101298	1	1246960	1289972	protein_coding	SNPH	20
ENSG00000125775	-1	1290619	1309883	protein_coding+processed_transcript	SDCBP2	20
ENSG00000203630	-1	1316228	1317555	protein_coding	-	20
ENSG00000234684	1	1306065	1358827	processed_transcript	FKBP1A-SDCBP2	20
ENSG00000229728	1	1342266	1343229	antisense	-	20
ENSG00000088832	-1	1349622	1373806	protein_coding+processed_transcript	FKBP1A	20
ENSG00000088833	-1	1422807	1448417	processed_transcript+protein_coding+nonsense_mediated_decay+retained_intron	NSFL1C	20
ENSG00000196209	-1	1451386	1472233	nonsense_mediated_decay+protein_coding	SIRPB2	20
ENSG00000125900	-1	1514897	1539489	protein_coding	SIRPD	20
ENSG00000101307	-1	1544167	1600655	protein_coding	SIRPB1	20
ENSG00000089012	-1	1609798	1638425	protein_coding+processed_transcript	SIRPG	20
ENSG00000223750	-1	1645929	1688846	unprocessed_pseudogene	-	20
ENSG00000198053	1	1875154	1920543	protein_coding	SIRPA	20
ENSG00000101327	-1	1959403	1974732	protein_coding	PDYN	20
ENSG00000125834	1	2082257	2157684	protein_coding+nonsense_mediated_decay	STK35	20
ENSG00000226644	1	2187863	2193797	lincRNA	-	20
ENSG00000125780	1	2276647	2321724	protein_coding+processed_transcript	TGM3	20
ENSG00000166948	1	2361554	2413399	protein_coding+processed_transcript	TGM6	20
ENSG00000125835	-1	2442280	2451499	protein_coding+processed_transcript	SNRPB	20
ENSG00000088876	-1	2462463	2505348	processed_transcript+protein_coding	ZNF343	20
ENSG00000149488	1	2517253	2622430	protein_coding+processed_transcript	TMC2	20
