Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000169789	1	24636544	24660784	protein_coding	PRY	Y
ENSG00000268223	1	115387163	115395815	protein_coding	ARL14EPL	5
ENSG00000155008	1	84258832	84343069	protein_coding	APOOL	X
ENSG00000104892	1	45836692	45854778	protein_coding	KLC3	19
ENSG00000173250	-1	145892666	145895753	protein_coding	GPR151	5
ENSG00000100281	1	35653445	35691800	protein_coding	HMGXB4	22
ENSG00000151726	-1	185676749	185747972	protein_coding	ACSL1	4
ENSG00000266122	1	70725772	70726075	misc_RNA	RN7SL373P	10
ENSG00000141179	1	53828340	53920191	protein_coding	PCTP	17
ENSG00000214875	1	70750893	70751463	pseudogene	MED28P1	10
ENSG00000205108	-1	34723052	34729464	protein_coding	FAM205A	9
ENSG00000139269	1	57846106	57853063	protein_coding	INHBE	12
ENSG00000229001	1	70782534	70783622	pseudogene	ACTBP14	10
ENSG00000207432	1	30404401	30404533	snoRNA		15
ENSG00000241167	1	30435925	30436203	misc_RNA	RN7SL469P	15
ENSG00000135596	-1	109765265	109787171	protein_coding	MICAL1	6
ENSG00000221785	1	30437080	30437162	miRNA		15
ENSG00000182853	-1	4688580	4689728	protein_coding	VMO1	17
ENSG00000260897	-1	30443075	30445612	pseudogene	DNM1P30	15
ENSG00000149485	-1	61567099	61596790	protein_coding	FADS1	11
ENSG00000107872	1	104178946	104182893	protein_coding	FBXL15	10
ENSG00000257242	-1	92378756	92536690	protein_coding	C12orf79	12
ENSG00000261747	-1	30446113	30446313	pseudogene		15
ENSG00000156298	1	38420623	38548169	protein_coding	TSPAN7	X
ENSG00000145781	1	115420688	115748459	protein_coding	COMMD10	5
ENSG00000233163	-1	70921286	70921662	pseudogene		10
ENSG00000258844	1	36683813	36704814	lincRNA		14
ENSG00000259906	-1	30462766	30472146	lincRNA		15
ENSG00000240230	-1	938415	1015235	protein_coding	COX19	7
ENSG00000241213	-1	117397540	117409779	lincRNA		3
ENSG00000225930	1	30488239	30506743	lincRNA		15
ENSG00000252312	-1	36700761	36700980	misc_RNA	RN7SKP21	14
ENSG00000117643	1	25943959	26112698	protein_coding	MAN1C1	1
ENSG00000188831	1	36840370	36841588	pseudogene	DPPA3P2	14
ENSG00000079156	1	179059208	179264160	protein_coding	OSBPL6	2
ENSG00000259993	1	30515220	30517767	pseudogene		15
ENSG00000242816	1	117509520	117512612	lincRNA		3
ENSG00000206972	-1	30546605	30546711	snRNA	RNU6-17P	15
ENSG00000122733	1	34957484	34982541	protein_coding	KIAA1045	9
ENSG00000270955	1	30574736	30580592	pseudogene		15
ENSG00000243276	-1	117723666	118276515	lincRNA		3
ENSG00000156860	1	30669752	30682135	protein_coding	FBRS	16
ENSG00000167799	-1	67395409	67397401	protein_coding	NUDT8	11
ENSG00000175305	-1	95891998	95908906	protein_coding	CCNE2	8
ENSG00000238783	1	30647639	30647743	misc_RNA		15
ENSG00000270173	-1	30649969	30650976	lincRNA		15
ENSG00000160194	1	44299754	44333414	protein_coding	NDUFV3	21
ENSG00000263070	-1	30672556	30679190	pseudogene		15
ENSG00000238519	-1	30677162	30677294	snoRNA		15
ENSG00000182327	1	4692254	4693685	protein_coding	GLTPD2	17
ENSG00000167543	1	27893070	27900175	protein_coding	TP53I13	17
ENSG00000131379	1	14716606	14814541	protein_coding	C3orf20	3
ENSG00000221723	-1	30696552	30696634	miRNA		15
ENSG00000239877	1	118661920	118667088	antisense	IGSF11-AS1	3
ENSG00000233559	1	130538479	130613408	lincRNA		7
ENSG00000240221	-1	30697514	30697792	misc_RNA	RN7SL196P	15
ENSG00000271333	-1	30712486	30712632	pseudogene		15
ENSG00000215302	1	30762982	30799826	pseudogene		15
ENSG00000226380	-1	130561495	130598069	lincRNA	MIR29B1	7
ENSG00000226380	-1	130561495	130598069	lincRNA	MIR29A	7
ENSG00000142507	1	4699439	4701790	protein_coding	PSMB6	17
ENSG00000240254	1	118945333	119009513	antisense	B4GALT4-AS1	3
ENSG00000167800	-1	67398774	67407031	protein_coding	TBX10	11
ENSG00000163126	-1	97490263	97523671	protein_coding	ANKRD23	2
ENSG00000153094	1	111876955	111926024	protein_coding	BCL2L11	2
ENSG00000167964	1	2190804	2204166	protein_coding	RAB26	16
ENSG00000146963	1	139025105	139108198	protein_coding	C7orf55-LUC7L2	7
ENSG00000257137	-1	52599368	52604639	lincRNA	C12orf80	12
ENSG00000156475	-1	145967936	146464347	protein_coding	PPP2R2B	5
ENSG00000169299	1	37828255	37864558	protein_coding	PGM2	4
ENSG00000101115	-1	50400581	50419059	protein_coding	SALL4	20
ENSG00000271723	1	55107459	55207981	protein_coding	MROH7-TTC4	1
ENSG00000229261	-1	70975089	70992246	antisense		10
ENSG00000132744	-1	67410026	67418130	protein_coding	ACY3	11
ENSG00000124313	-1	53262058	53350522	protein_coding	IQSEC2	X
ENSG00000231748	-1	71025098	71027904	antisense		10
ENSG00000073614	-1	389295	498620	protein_coding	KDM5A	12
ENSG00000229197	-1	71060188	71060573	pseudogene		10
ENSG00000144746	1	69134095	69155217	protein_coding	ARL6IP5	3
ENSG00000164081	1	51696709	51738339	protein_coding	TEX264	3
ENSG00000165175	1	38660685	38665790	protein_coding	MID1IP1	X
ENSG00000151689	1	191208196	191236391	protein_coding	INPP1	2
ENSG00000188162	1	17568920	17668697	protein_coding	OTOG	11
ENSG00000111863	-1	11712287	11807279	protein_coding	ADTRP	6
ENSG00000242829	1	119017512	119017859	pseudogene	RPS26P21	3
ENSG00000241155	-1	119033140	119041607	antisense	ARHGAP31-AS1	3
ENSG00000207310	-1	119060681	119060787	snRNA	RNU6-1127P	3
ENSG00000161973	-1	8633252	8648537	protein_coding	CCDC42	17
ENSG00000272662	-1	119216525	119217028	lincRNA		3
ENSG00000255663	1	114271404	114314654	protein_coding		11
ENSG00000096006	-1	49695097	49712150	protein_coding	CRISP3	6
ENSG00000272967	-1	119298059	119298497	antisense		3
ENSG00000137094	1	34989638	34998897	protein_coding	DNAJB5	9
ENSG00000242052	-1	119354373	119354997	pseudogene		3
ENSG00000270055	1	30780166	30782516	sense_intronic		15
ENSG00000239994	-1	119462986	119469197	antisense		3
ENSG00000260784	1	30808282	30810070	pseudogene		15
ENSG00000240471	1	119510676	119511400	pseudogene	PHBP8	3
ENSG00000252483	-1	20797845	20797951	snRNA	RNU6-1178P	17
ENSG00000268341	1	45842445	45842639	protein_coding		19
ENSG00000265790	-1	20805252	20805993	pseudogene	RNASEH1P1	17
ENSG00000239835	1	119747587	119748715	pseudogene		3
ENSG00000260693	1	30832296	30838172	lincRNA		15
ENSG00000160199	1	44394620	44453691	protein_coding	PKNOX1	21
ENSG00000265099	-1	20841336	20841657	pseudogene		17
ENSG00000239898	1	30852855	30853133	misc_RNA	RN7SL796P	15
ENSG00000158023	1	122355768	122441833	protein_coding	WDR66	12
ENSG00000241546	1	119760037	119760384	pseudogene		3
ENSG00000267534	-1	10334520	10341948	protein_coding	S1PR2	19
ENSG00000221593	1	30854013	30854095	miRNA		15
ENSG00000264660	1	20841851	20885670	antisense		17
ENSG00000259890	-1	30860025	30863292	pseudogene	DNM1P50	15
ENSG00000242622	1	119813742	119855630	lincRNA		3
ENSG00000132746	-1	67429633	67448671	protein_coding	ALDH3B2	11
ENSG00000244456	1	20859995	20861717	pseudogene		17
ENSG00000145734	1	70751442	70863649	protein_coding	BDP1	5
ENSG00000260128	1	30864941	30892918	pseudogene	ULK4P2	15
ENSG00000266009	1	20884802	20884967	pseudogene		17
ENSG00000263729	1	20887215	20887359	pseudogene		17
ENSG00000263986	1	20903060	20903636	antisense		17
ENSG00000236819	1	20978869	20993928	lincRNA		17
ENSG00000235530	1	21117644	21133348	antisense		17
ENSG00000138356	1	201450591	201541787	protein_coding	AOX1	2
ENSG00000263815	-1	21132649	21132941	misc_RNA	RN7SL426P	17
ENSG00000266563	-1	21163280	21163813	pseudogene		17
ENSG00000243725	1	55181495	55208330	protein_coding	TTC4	1
ENSG00000111087	1	57853918	57866045	protein_coding	GLI1	12
ENSG00000105971	1	115927434	116148595	protein_coding	CAV2	7
ENSG00000242810	-1	151193592	151193962	pseudogene	MRPL42P6	3
ENSG00000265881	-1	21348145	21348751	pseudogene	PDLIM1P2	17
ENSG00000138101	-1	25600067	25896503	protein_coding	DTNB	2
ENSG00000242119	1	151217427	151217594	pseudogene		3
ENSG00000265043	-1	21359825	21363527	lincRNA		17
ENSG00000214415	-1	80087987	80141336	protein_coding	GNAT3	7
ENSG00000264330	-1	151283664	151283783	miRNA	MIR5186	3
ENSG00000153404	1	140373	190085	protein_coding	PLEKHG4B	5
ENSG00000264023	1	21360746	21362301	lincRNA		17
ENSG00000222833	1	151352138	151352251	miRNA		3
ENSG00000241151	1	151354962	151375754	lincRNA		3
ENSG00000076043	1	114310108	114321001	protein_coding	REXO2	11
ENSG00000244582	1	21407884	21408385	pseudogene	RPL21P120	17
ENSG00000139679	-1	48963707	49018840	protein_coding	LPAR6	13
ENSG00000242908	-1	151469231	151645963	antisense		3
ENSG00000258279	1	52604714	52617588	lincRNA	LINC00592	12
ENSG00000257649	-1	52622877	52623372	pseudogene	METTL7AP1	12
ENSG00000238540	1	36874419	36874479	snRNA	RNU7-93P	14
ENSG00000242097	-1	151477535	151479799	pseudogene		3
ENSG00000257671	-1	52638832	52641232	antisense		12
ENSG00000119973	-1	120352916	120355160	protein_coding	PRLHR	10
ENSG00000257520	-1	36942412	36988726	processed_transcript		14
ENSG00000265265	1	21422775	21424530	lincRNA		17
ENSG00000135477	-1	52644250	52652651	pseudogene	KRT121P	12
ENSG00000105364	1	10362577	10370721	protein_coding	MRPL4	19
ENSG00000157349	1	70323566	70369186	protein_coding	DDX19B	16
ENSG00000112619	-1	42664340	42690312	protein_coding	PRPH2	6
ENSG00000173566	-1	21964383	21966932	protein_coding	NUDT18	8
ENSG00000240602	1	151488216	151502682	pseudogene		3
ENSG00000129219	1	4710391	4726729	protein_coding	PLD2	17
ENSG00000199953	-1	43404732	43404863	rRNA	RNA5SP443	17
ENSG00000135437	1	56114151	56118489	protein_coding	RDH5	12
ENSG00000267446	-1	43448768	43449423	lincRNA		17
ENSG00000161381	-1	37219556	37310647	protein_coding	PLXDC1	17
ENSG00000184788	-1	84347293	84364054	protein_coding	SATL1	X
ENSG00000188706	-1	128937264	128977885	protein_coding	ZDHHC9	X
ENSG00000104884	-1	45853095	45874176	protein_coding	ERCC2	19
ENSG00000267344	1	43474298	43474843	antisense		17
ENSG00000188373	1	85933494	85945050	protein_coding	C10orf99	10
ENSG00000264038	-1	43494179	43494272	miRNA		17
ENSG00000189409	1	1567474	1570639	protein_coding	MMP23B	1
ENSG00000236234	1	43530210	43541431	antisense		17
ENSG00000099937	1	21128167	21142008	protein_coding	SERPIND1	22
ENSG00000250271	1	151515272	151526037	lincRNA		3
ENSG00000264225	-1	43547899	43548188	misc_RNA	RN7SL730P	17
ENSG00000151893	-1	120433679	120514761	protein_coding	CACUL1	10
ENSG00000239941	-1	151835962	151869513	lincRNA		3
ENSG00000229619	-1	151980405	151987344	antisense	MBNL1-AS1	3
ENSG00000131653	1	2205699	2228130	protein_coding	TRAF7	16
ENSG00000214425	-1	43578685	43627701	pseudogene	LRRC37A4P	17
ENSG00000174038	1	35041092	35045988	protein_coding	C9orf131	9
ENSG00000134759	1	33709407	33757909	protein_coding	ELP2	18
ENSG00000201217	1	152167061	152167173	misc_RNA		3
ENSG00000087076	-1	49316274	49339935	protein_coding	HSD17B14	19
ENSG00000164900	-1	150845676	150871832	protein_coding	GBX1	7
ENSG00000154783	1	14860469	14975895	protein_coding	FGD5	3
ENSG00000243305	-1	152175548	152214602	antisense		3
ENSG00000183753	1	25119966	25151612	protein_coding	BPY2	Y
ENSG00000244545	1	152365935	152368236	lincRNA		3
ENSG00000242561	-1	152518223	152518521	pseudogene	ATP5LP5	3
ENSG00000241732	1	152557179	152559228	lincRNA		3
ENSG00000241810	1	152785067	152785340	pseudogene	HMGN2P13	3
ENSG00000241671	-1	152846863	152847429	pseudogene		3
ENSG00000020256	-1	50668202	50820847	protein_coding	ZFP64	20
ENSG00000244268	-1	152874300	152879564	antisense		3
ENSG00000265813	-1	152917491	152917806	misc_RNA	RN7SL300P	3
ENSG00000183337	-1	39909068	40036582	protein_coding	BCOR	X
ENSG00000241220	1	153074896	153091975	lincRNA		3
ENSG00000253563	1	36988483	36992221	antisense	NKX2-1-AS1	14
ENSG00000241912	1	153094620	153095351	lincRNA		3
ENSG00000099940	1	21213271	21245506	protein_coding	SNAP29	22
ENSG00000113558	-1	133484633	133512729	protein_coding	SKP1	5
ENSG00000136161	-1	49063095	49107369	protein_coding	RCBTB2	13
ENSG00000238755	-1	153102723	153697975	processed_transcript		3
ENSG00000168453	-1	21971928	21990897	protein_coding	HR	8
ENSG00000183318	-1	8656424	8661877	protein_coding	SPDYE4	17
ENSG00000258467	-1	37002711	37003743	pseudogene	PHKBP2	14
ENSG00000075223	-1	80371854	80551675	protein_coding	SEMA3C	7
ENSG00000099721	-1	6733959	6742068	protein_coding	AMELY	Y
ENSG00000269510	-1	35042390	35042824	protein_coding		9
ENSG00000146926	-1	150872785	150884919	protein_coding	ASB10	7
ENSG00000258162	1	81771821	81866733	antisense		12
ENSG00000147180	1	84498997	84528368	protein_coding	ZNF711	X
ENSG00000162396	-1	55222571	55230187	protein_coding	PARS2	1
ENSG00000243730	-1	37046748	37047210	pseudogene	RPL29P3	14
ENSG00000243012	1	153149645	153161320	lincRNA		3
ENSG00000207323	-1	153189255	153189360	snRNA	RNU6-901P	3
ENSG00000268107	1	57999086	58016749	protein_coding		19
ENSG00000201395	-1	37063044	37063352	misc_RNA	RN7SKP257	14
ENSG00000200162	1	153325166	153325268	misc_RNA		3
ENSG00000258661	-1	37116288	37128006	antisense		14
ENSG00000126882	-1	134133463	134151934	protein_coding	FAM78A	9
ENSG00000258690	1	37257849	37276368	antisense		14
ENSG00000244308	-1	119829345	119829633	misc_RNA	RN7SL762P	3
ENSG00000258601	1	37278076	37297934	antisense		14
ENSG00000244139	1	119840756	119841051	misc_RNA	RN7SL397P	3
ENSG00000206721	1	119929167	119929268	misc_RNA		3
ENSG00000266327	-1	37421514	37421596	miRNA	MIR4503	14
ENSG00000240882	1	120025573	120026799	pseudogene		3
ENSG00000258827	-1	37566267	37567768	sense_intronic		14
ENSG00000240661	1	120068357	120086845	antisense		3
ENSG00000140107	1	100789674	100796715	protein_coding	SLC25A47	14
ENSG00000252746	1	37656424	37656519	snRNA	RNU6-273P	14
ENSG00000207046	-1	37903674	37903778	snRNA	RNU6-886P	14
ENSG00000242613	1	120106876	120108162	pseudogene		3
ENSG00000152439	1	58011283	58029772	protein_coding	ZNF773	19
ENSG00000259087	-1	38025363	38036300	lincRNA		14
ENSG00000240774	-1	120203018	120203374	pseudogene		3
ENSG00000258414	1	38033252	38048330	lincRNA		14
ENSG00000006555	-1	55245385	55266940	protein_coding	TTC22	1
ENSG00000244441	1	120231697	120232035	pseudogene		3
ENSG00000196095	-1	120262892	120263292	pseudogene		3
ENSG00000240452	1	120440871	120441158	pseudogene		3
ENSG00000148600	1	85954410	85979377	protein_coding	CDHR1	10
ENSG00000135913	-1	219314974	219433084	protein_coding	USP37	2
ENSG00000243257	1	120441305	120441493	pseudogene		3
ENSG00000138293	1	51565108	51590734	protein_coding	NCOA4	10
ENSG00000115665	1	108602979	108630450	protein_coding	SLC5A7	2
ENSG00000105559	-1	49340354	49371889	protein_coding	PLEKHA4	19
ENSG00000092421	-1	115779312	115910630	protein_coding	SEMA6A	5
ENSG00000272780	-1	21435738	21477781	processed_transcript		17
ENSG00000165280	-1	35056061	35073246	protein_coding	VCP	9
ENSG00000160539	1	134165081	134184649	protein_coding	PPAPDC3	9
ENSG00000213371	1	120524713	120525592	pseudogene	NAP1L1P3	3
ENSG00000243593	-1	120552287	120555207	lincRNA		3
ENSG00000115738	1	8818975	8824583	protein_coding	ID2	2
ENSG00000199480	1	107092677	107092791	rRNA	RNA5SP389	14
ENSG00000199480	1	107092677	107092791	rRNA	RNA5SP357	14
ENSG00000270782	-1	120643459	120644005	pseudogene		3
ENSG00000266466	1	21436235	21446049	antisense		17
ENSG00000254329	-1	107093723	107093978	IG_V_pseudogene	IGHVII-60-1	14
ENSG00000264477	1	120768487	120768562	miRNA	MIR5682	3
ENSG00000196482	-1	216676588	217311097	protein_coding	ESRRG	1
ENSG00000253132	-1	107099145	107099588	IG_V_pseudogene	IGHV3-62	14
ENSG00000243813	1	120817955	120818621	pseudogene		3
ENSG00000011523	1	65283500	65314138	protein_coding	CEP68	2
ENSG00000253747	-1	107106555	107106789	IG_V_pseudogene	IGHVII-62-1	14
ENSG00000121406	1	58038693	58068910	protein_coding	ZNF549	19
ENSG00000242103	1	121075838	121076787	pseudogene		3
ENSG00000253936	-1	107108252	107108696	IG_V_pseudogene	IGHV3-63	14
ENSG00000242445	1	121212957	121213755	pseudogene	RPL7AP11	3
ENSG00000238670	1	121310141	121310241	snoRNA		3
ENSG00000112053	-1	35911291	35992645	protein_coding	SLC26A8	6
ENSG00000243544	-1	121372843	121373143	misc_RNA	RN7SL172P	3
ENSG00000253209	-1	107122108	107122548	IG_V_pseudogene	IGHV3-65	14
ENSG00000222057	-1	121374322	121374451	snRNA	RNU4-62P	3
ENSG00000263678	-1	121640945	121641029	miRNA		3
ENSG00000253169	-1	107127813	107128060	IG_V_pseudogene	IGHVII-65-1	14
ENSG00000202388	-1	121744042	121744151	misc_RNA		3
ENSG00000253274	-1	107136620	107137059	IG_V_pseudogene	IGHV1-67	14
ENSG00000162430	1	26126667	26144713	protein_coding	SEPN1	1
ENSG00000223506	-1	107139412	107140367	pseudogene	SLC20A1P1	14
ENSG00000110057	-1	67758575	67772452	protein_coding	UNC93B1	11
ENSG00000049323	1	33172039	33624576	protein_coding	LTBP1	2
ENSG00000106631	-1	44178463	44180931	protein_coding	MYL7	7
ENSG00000106526	-1	149941005	150020814	protein_coding	ACTR3C	7
ENSG00000121577	-1	119355304	119384171	protein_coding	POPDC2	3
ENSG00000116005	1	70484518	70508323	protein_coding	PCYOX1	2
ENSG00000232934	-1	114165977	114169252	antisense		10
ENSG00000099942	1	21271714	21308037	protein_coding	CRKL	22
ENSG00000162398	1	55271736	55307925	protein_coding	C1orf177	1
ENSG00000135404	-1	56119107	56123491	protein_coding	CD63	12
ENSG00000112983	-1	137475455	137514675	protein_coding	BRD8	5
ENSG00000251369	-1	58046625	58071231	protein_coding	ZNF550	19
ENSG00000177084	-1	133200348	133263951	protein_coding	POLE	12
ENSG00000270599	-1	114172053	114179765	antisense		10
ENSG00000234017	-1	114308391	114308631	pseudogene		10
ENSG00000100284	1	35695268	35743985	protein_coding	TOM1	22
ENSG00000033050	-1	150904923	150924316	protein_coding	ABCF2	7
ENSG00000264763	1	114393929	114394013	miRNA	MIR4295	10
ENSG00000140332	-1	70340129	70390515	protein_coding	TLE3	15
ENSG00000138760	-1	77079890	77135046	protein_coding	SCARB2	4
ENSG00000164180	-1	87485450	87565293	protein_coding	TMEM161B	5
ENSG00000253820	-1	107142534	107142579	IG_V_pseudogene	IGHVII-67-1	14
ENSG00000254036	-1	107143130	107143217	IG_V_pseudogene	IGHVIII-67-2	14
ENSG00000166341	-1	6642556	6677085	protein_coding	DCHS1	11
ENSG00000113645	1	167718656	167899308	protein_coding	WWC1	5
ENSG00000185156	-1	8700436	8702667	protein_coding	MFSD6L	17
ENSG00000111245	-1	111348623	111358526	protein_coding	MYL2	12
ENSG00000065882	1	37892708	38140796	protein_coding	TBC1D1	4
ENSG00000130723	1	134269480	134375584	protein_coding	PRRC2B	9
ENSG00000258375	-1	81939105	81940229	pseudogene		12
ENSG00000145214	-1	952675	980683	protein_coding	DGKQ	4
ENSG00000257609	1	82262147	82262825	pseudogene		12
ENSG00000167971	-1	2227184	2246526	protein_coding	CASKIN1	16
ENSG00000257747	1	82347498	82386912	lincRNA		12
ENSG00000207430	1	30873387	30873519	snoRNA		15
ENSG00000270016	-1	30899898	30900396	antisense		15
ENSG00000152207	1	49280951	49283498	protein_coding	CYSLTR2	13
ENSG00000258193	1	82392411	82392741	pseudogene		12
ENSG00000136352	-1	36985602	36990354	protein_coding	NKX2-1	14
ENSG00000243928	1	30904916	30905194	misc_RNA	RN7SL628P	15
ENSG00000221358	1	30906074	30906156	miRNA		15
ENSG00000221260	1	82658722	82658823	miRNA		12
ENSG00000116133	-1	55315306	55352891	protein_coding	DHCR24	1
ENSG00000269930	1	30909161	30909952	lincRNA		15
ENSG00000221121	-1	82736375	82736489	miRNA		12
ENSG00000255054	1	26137961	26150235	protein_coding		1
ENSG00000257875	1	82862235	82862727	pseudogene		12
ENSG00000247728	-1	30909201	30917976	antisense		15
ENSG00000252602	1	30935128	30935255	snoRNA		15
ENSG00000258170	-1	82874897	82891339	lincRNA		12
ENSG00000269974	1	30941000	30941732	lincRNA		15
ENSG00000160200	-1	44473301	44497053	protein_coding	CBS	21
ENSG00000206846	1	30965953	30966046	misc_RNA		15
ENSG00000252170	1	121964613	121964684	snoRNA		3
ENSG00000178789	-1	72517313	72527613	protein_coding	CD300LB	17
ENSG00000103832	1	31083776	31094062	pseudogene	GOLGA8UP	15
ENSG00000221474	1	122000700	122000769	miRNA		3
ENSG00000163380	-1	69156023	69172183	protein_coding	LMOD3	3
ENSG00000240236	1	122036456	122037588	pseudogene	HNRNPA1P23	3
ENSG00000141506	-1	8782233	8869029	protein_coding	PIK3R5	17
ENSG00000129152	1	17741115	17743678	protein_coding	MYOD1	11
ENSG00000235058	1	50378537	50383128	antisense	ZMYND10-AS1	3
ENSG00000272758	1	122135054	122162027	antisense		3
ENSG00000271858	1	50402765	50405628	antisense		3
ENSG00000158042	-1	6702013	6704632	protein_coding	MRPL17	11
ENSG00000126838	-1	9301436	9360966	protein_coding	PZP	12
ENSG00000206474	1	29407083	29408731	protein_coding	OR10C1	6
ENSG00000080603	1	30709530	30755602	protein_coding	SRCAP	16
ENSG00000081913	1	60382672	60647666	protein_coding	PHLPP1	18
ENSG00000242531	-1	122135729	122135859	pseudogene		3
ENSG00000241266	1	31092352	31092630	misc_RNA	RN7SL82P	15
ENSG00000151208	-1	79550549	79686378	protein_coding	DLG5	10
ENSG00000048740	1	11047259	11378674	protein_coding	CELF2	10
ENSG00000221379	1	31093509	31093591	miRNA		15
ENSG00000221968	-1	61640991	61659523	protein_coding	FADS3	11
ENSG00000270901	1	122203844	122204083	pseudogene		3
ENSG00000243918	1	122379460	122381285	pseudogene	EIF4BP8	3
ENSG00000259845	1	31107474	31136356	pseudogene	HERC2P10	15
ENSG00000204688	1	29424958	29432105	protein_coding	OR2H1	6
ENSG00000107874	-1	104183002	104192418	protein_coding	CUEDC2	10
ENSG00000129159	1	17756359	17804602	protein_coding	KCNC1	11
ENSG00000182220	1	40440146	40465889	protein_coding	ATP6AP2	X
ENSG00000183773	1	21319396	21335649	protein_coding	AIFM3	22
ENSG00000221774	-1	71123311	71123397	miRNA		10
ENSG00000232734	-1	71192728	71193127	pseudogene	ATP5G1P7	10
ENSG00000111249	1	111471828	111788358	protein_coding	CUX2	12
ENSG00000003393	-1	202565277	202645912	protein_coding	ALS2	2
ENSG00000075914	1	45016733	45077558	protein_coding	EXOSC7	3
ENSG00000260382	-1	31174470	31175434	pseudogene		15
ENSG00000188124	-1	6789218	6790286	protein_coding	OR2AG2	11
ENSG00000261628	1	31191683	31192530	pseudogene		15
ENSG00000233197	-1	71283067	71283406	pseudogene	TMEM256P1	10
ENSG00000270015	1	31218717	31220610	sense_intronic		15
ENSG00000236154	1	71335563	71336910	antisense		10
ENSG00000170803	1	6806248	6807245	protein_coding	OR2AG1	11
ENSG00000212526	-1	31248451	31248553	snRNA	RNU6-466P	15
ENSG00000230755	-1	71349636	71350111	pseudogene		10
ENSG00000259720	1	31294216	31334505	antisense		15
ENSG00000166289	1	30155963	30166364	protein_coding	PLEKHF1	19
ENSG00000184933	-1	6815756	6817128	protein_coding	OR6A2	11
ENSG00000117640	1	26145131	26159432	protein_coding	MTFR1L	1
ENSG00000207702	-1	31357235	31357344	miRNA	MIR211	15
ENSG00000235803	-1	71350339	71351018	pseudogene		10
ENSG00000259448	1	31508223	31516648	lincRNA		15
ENSG00000165409	1	81421333	81612646	protein_coding	TSHR	14
ENSG00000271204	-1	130614968	130616965	lincRNA		7
ENSG00000166363	1	6866883	6867936	protein_coding	OR10A5	11
ENSG00000273319	1	130621223	130624420	lincRNA		7
ENSG00000259772	-1	31514202	31523041	lincRNA		15
ENSG00000235524	-1	71351162	71352687	pseudogene		10
ENSG00000132481	-1	73870242	73874656	protein_coding	TRIM47	17
ENSG00000269531	1	80198742	80202321	protein_coding		12
ENSG00000143001	1	55446465	55457966	protein_coding	TMEM61	1
ENSG00000170790	1	6890924	6891976	protein_coding	OR10A2	11
ENSG00000092978	-1	217600334	217804424	protein_coding	GPATCH2	1
ENSG00000259179	1	31712331	31712865	pseudogene	UBE2CP4	15
ENSG00000231721	-1	130626519	130794935	antisense	LINC-PINT	7
ENSG00000131943	-1	30191721	30206364	protein_coding	C19orf12	19
ENSG00000259696	-1	31745404	31746342	pseudogene		15
ENSG00000162951	-1	80515483	80531874	protein_coding	LRRTM1	2
ENSG00000200385	1	38189630	38189766	snoRNA		14
ENSG00000188120	-1	25275502	25345241	protein_coding	DAZ1	Y
ENSG00000162399	1	55464606	55476556	protein_coding	BSND	1
ENSG00000201431	-1	38297003	38297109	snRNA	RNU6-1277P	14
ENSG00000259358	-1	32057946	32060404	pseudogene		15
ENSG00000259091	-1	38365265	38371577	antisense	LINC00517	14
ENSG00000206849	1	32220506	32220637	snoRNA		15
ENSG00000201084	-1	32467448	32467552	misc_RNA		15
ENSG00000102531	1	49550048	49783915	protein_coding	FNDC3A	13
ENSG00000258696	-1	38472318	38474052	antisense		14
ENSG00000271078	-1	32542503	32548326	pseudogene		15
ENSG00000265821	-1	43603820	43604112	misc_RNA	RN7SL739P	17
ENSG00000266918	1	43608943	43611204	lincRNA		17
ENSG00000177463	1	14989091	15095107	protein_coding	NR2C2	3
ENSG00000259048	-1	38503492	38663486	antisense		14
ENSG00000204687	-1	29454474	29455738	protein_coding	MAS1L	6
ENSG00000131484	1	43580626	43612076	antisense		17
ENSG00000207257	1	32576353	32576459	snRNA	RNU6-18P	15
ENSG00000258649	1	38660188	38672128	lincRNA		14
ENSG00000260211	-1	32605327	32607855	pseudogene		15
ENSG00000264234	1	38716912	38716980	miRNA		14
ENSG00000104881	-1	45882892	45909607	protein_coding	PPP1R13L	19
ENSG00000259072	1	38760157	38781134	lincRNA		14
ENSG00000267198	1	43623170	43640596	lincRNA		17
ENSG00000260642	1	32651739	32659985	lincRNA		15
ENSG00000266673	1	21455772	21455974	pseudogene		17
ENSG00000261491	1	32677138	32679685	pseudogene	DNM1P31	15
ENSG00000225488	-1	56549798	56550988	lincRNA		7
ENSG00000215431	1	60491423	60492724	protein_coding		18
ENSG00000269955	1	139026106	139107345	protein_coding	LUC7L2	7
ENSG00000266050	-1	21469833	21477781	pseudogene		17
ENSG00000202322	1	50457212	50457330	rRNA	RNA5SP131	3
ENSG00000269630	-1	60505640	60505948	protein_coding		18
ENSG00000221444	-1	32685591	32685673	miRNA		15
ENSG00000226485	1	56558375	56559328	pseudogene	RBM22P3	7
ENSG00000241459	-1	32686547	32686825	misc_RNA	RN7SL185P	15
ENSG00000267246	-1	43627147	43636104	processed_transcript		17
ENSG00000141569	-1	73876416	73893084	protein_coding	TRIM65	17
ENSG00000156170	1	95907995	96128683	protein_coding	NDUFAF6	8
ENSG00000268925	-1	135341026	135342661	protein_coding		10
ENSG00000166068	1	38544527	38649450	protein_coding	SPRED1	15
